Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-05,9.724883228136115,9.905342796706325,9.684134999401866,9.889542579650879,47145600,0.0,0.0
2017-10-06,9.796402534753362,9.929460507665048,9.792244532581478,9.925302505493164,42980400,0.0,0.0
2017-10-09,9.971040410772941,10.00097821353805,9.86043509043867,9.900352478027344,34425600,0.0,0.0
2017-10-10,9.994327807005257,10.026760036664035,9.788919244539349,9.92114543914795,35878800,0.0,0.0
2017-10-11,9.908670092858832,10.012621094623864,9.867089121129428,10.007631301879883,29894400,0.0,0.0
2017-10-12,9.965220211407319,10.069172172391722,9.917817652766038,9.953577995300293,33090000,0.0,0.0
2017-10-13,10.068340094935916,10.099109691783763,10.03341249590353,10.06501293182373,24436800,0.0,0.0
2017-10-16,10.140690162873579,10.173954178701672,10.073329388774914,10.168964385986328,28539600,0.0,0.0
2017-10-17,10.15649091531252,10.208051474951288,10.109089309577097,10.204724311828613,30094800,0.0,0.0
2017-10-18,10.232999704687781,10.234662334578605,10.123227111958988,10.165639877319336,28950000,0.0,0.0
2017-10-19,9.990999498690357,10.054201314742883,9.839645001319315,10.053370475769043,40340400,0.0,0.0
2017-10-20,10.173954185053997,10.19807135790894,10.096614777182005,10.12655258178711,33277200,0.0,0.0
2017-10-23,10.190586689216532,10.193081109611448,9.890374010729165,9.937775611877441,30728400,0.0,0.0
2017-10-24,9.985178200334675,10.04339213463566,9.872079398273788,9.988505363464355,29436000,0.0,0.0
2017-10-25,9.921144250105966,10.019274621586986,9.644217886385906,9.86708927154541,44595600,0.0,0.0
2017-10-26,9.852952242982594,9.918650392420105,9.761475240638985,9.775611877441406,36384000,0.0,0.0
2017-10-27,10.240484168579222,10.67708104059927,10.214703414127685,10.618036270141602,73909200,0.0,0.0
2017-10-30,10.591423861232984,10.817623360490154,10.568139430411344,10.69371223449707,48278400,0.0,0.0
2017-10-31,10.789349440590586,10.856709266107108,10.703692121426592,10.80681324005127,30098400,0.0,0.0
2017-11-01,10.942364989104645,10.95733341535754,10.673753686811297,10.79267406463623,41532000,0.0,0.0
2017-11-02,10.760242747030533,10.775211174545255,10.515748596664343,10.737789154052734,45890400,0.0,0.0
2017-11-03,10.851720090913313,11.049643462612018,10.74194655287499,11.037169456481934,43350000,0.0,0.0
2017-11-06,11.018042557641275,11.16690075037016,11.004736760179812,11.149436950683594,38048400,0.0,0.0
2017-11-07,11.124488636117098,11.217629215825397,11.057127859847533,11.167732238769531,46660800,0.0,0.0
2017-11-08,11.156921848088412,11.314096041492517,11.11534087513038,11.307443618774414,34431600,0.0,0.0
2017-11-09,11.032178723995216,11.143614882335628,10.781863025142371,11.126151084899902,81597600,0.0,0.0
2017-11-10,11.05130779223025,11.148606379019457,10.988936805651967,11.122825622558594,33218400,0.0,0.0
2017-11-13,11.005567064028279,11.20515496794942,10.996420220942458,11.156089782714844,37572000,0.0,0.0
2017-11-14,11.043822288513185,11.080413469215891,10.880825556912292,11.043822288513184,45500400,0.0,0.0
2017-11-15,10.902447610054946,10.97313459457777,10.70784950322974,10.881657600402832,40334400,0.0,0.0
2017-11-16,11.05297018717656,11.368983115675121,11.04714860336325,11.289148330688477,40426800,0.0,0.0
2017-11-17,11.300792297896297,11.32324589224409,11.132805759858615,11.16274356842041,34676400,0.0,0.0
2017-11-20,11.180205911783732,11.218460672125174,11.09039154610201,11.135298728942871,25029600,0.0,0.0
2017-11-21,11.290811434993667,11.509524817820463,11.279168267859212,11.48624038696289,35371200,0.0,0.0
