Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-12,26.18208805307988,26.250226148795793,26.148019817492095,26.216157913208008,26200,0.0,0
2017-10-13,26.22467462378786,26.326880952151203,26.207639694213867,26.207639694213867,50200,0.0,0
2017-10-16,26.309844182331364,26.309844182331364,26.182085468543136,26.23318862915039,45700,0.0,0
2017-10-17,26.199117574603324,26.23318580315807,26.15653025823488,26.22211456298828,20200,0.0,0
2017-10-18,26.216159090759234,26.325180373709674,26.216159090759234,26.275779724121094,34300,0.0,0
2017-10-19,26.31836469732839,26.335399627685547,26.2161583642662,26.335399627685547,53300,0.0,0
2017-10-20,26.39501834176269,26.39501834176269,26.30984532070521,26.39076042175293,67000,0.0,0
2017-10-23,26.497225939444885,26.497225939444885,26.284294201903965,26.309844970703125,43100,0.0,0
2017-10-24,26.216154135172868,26.32687791555209,26.216154135172868,26.284292221069336,81700,0.0,0
2017-10-25,26.301327738548885,26.301327738548885,25.97767220942588,26.06284523010254,201500,0.0,0
2017-10-26,26.088401810181505,26.267265355897425,26.088401810181505,26.156539916992188,58000,0.0,0
2017-10-27,26.23318704271763,26.23318704271763,26.037290251786384,26.190601348876953,58100,0.0,0
2017-10-30,26.190601174693484,26.190601174693484,26.037290078622526,26.070507049560547,32500,0.0,0
2017-10-31,26.23319431358809,26.23319431358809,26.04581493439837,26.0969181060791,89000,0.0,0
2017-11-01,26.148017851334565,26.159089092957412,26.05432736756746,26.079879760742188,36500,0.0,0
2017-11-02,26.199121861011307,26.199121861011307,25.944455678260407,26.065401077270508,43800,0.0,0
2017-11-03,26.08839365556373,26.08839365556373,25.980225277389724,26.01173973083496,84000,0.0,0
2017-11-06,25.960635741522054,26.054326221166743,25.960635741522054,25.977670669555664,50100,0.0,0
2017-11-07,26.020258335282808,26.113948822021484,25.96489725179202,26.113948822021484,63500,0.0,0
2017-11-08,26.130984932241724,26.18208809798121,26.03559192298392,26.17357063293457,74500,0.0,0
2017-11-09,26.096916128078806,26.130985989644017,26.011744723246608,26.071365356445312,39300,0.0,0
2017-11-10,26.079884798545883,26.11395303815286,26.02026253628773,26.0969181060791,49300,0.0,0
2017-11-13,26.062847224526003,26.21615834856786,26.062847224526003,26.211898803710938,53800,0.0,0
2017-11-14,26.199117217916584,26.26725529863842,26.129274994747206,26.251924514770508,60100,0.0,0
2017-11-15,26.165052713057925,26.165052713057925,26.05432891845703,26.05432891845703,209500,0.0,0
2017-11-16,26.07988215487296,26.275778980241835,26.07988215487296,26.211898803710938,92900,0.0,0
2017-11-17,26.08839340930321,26.250221970069934,26.08839340930321,26.190601348876953,80500,0.0,0
