Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-05,213.20048895751006,214.18014553627984,213.1089260007447,214.15267944335938,1471800,0.0,0
2017-10-06,213.7498653036075,213.96959407426033,213.49349178693342,213.95127868652344,1101500,0.0,0
2017-10-09,214.17096867509386,214.18011938143465,213.31032728056235,213.5758514404297,768300,0.0,0
2017-10-10,214.0977277070306,214.47311623672564,213.59415943189632,214.1160430908203,1027600,0.0,0
2017-10-11,214.0061871800138,214.46397399902344,213.8780074295129,214.46397399902344,1036400,0.0,0
2017-10-12,214.12521947700725,214.49145734400176,213.91464143507673,214.13438415527344,1079400,0.0,0
2017-10-13,214.58304512101037,214.67460809694654,214.2626026463312,214.37246704101562,1067900,0.0,0
2017-10-16,214.61967841053362,214.8760379814957,214.28090657204538,214.7112274169922,1767300,0.0,0
2017-10-17,214.67459525701005,214.87602261558303,214.44570180140872,214.8485565185547,1332100,0.0,0
2017-10-18,215.21476324958692,215.24222934441892,214.86684075431933,215.04080200195312,1527800,0.0,0
2017-10-19,214.27175398785562,215.1507110595703,213.89636534417807,215.1507110595703,1653600,0.0,0
2017-10-20,215.89227097662683,216.24934414380664,215.64506217764225,216.2218780517578,1296300,0.0,0
2017-10-23,216.52402895489215,216.52402895489215,215.2971495814729,215.4344940185547,1101000,0.0,0
2017-10-24,215.7824008088988,215.9746774310667,215.40702621316908,215.73663330078125,1818400,0.0,0
2017-10-25,215.43450341070752,215.53521708073987,213.59419125562079,214.70204162597656,1943400,0.0,0
2017-10-26,215.251410681373,215.53523633030005,214.85770667406774,214.9034881591797,3298200,0.0,0
2017-10-27,215.7366167293534,216.88108375529862,215.43447575803847,216.73458862304688,2825000,0.0,0
2017-10-30,215.7366722909565,216.64308146779638,215.64510931708153,215.94725036621094,1292500,0.0,0
2017-10-31,216.31342730695798,216.5057039220866,215.9838202314127,216.1944122314453,1357600,0.0,0
2017-11-01,217.01842983704344,217.34803692307148,216.19441910724623,216.56979370117188,2078300,0.0,0
2017-11-02,216.48738520799742,216.7803754797744,215.45279649082966,216.66134643554688,1908100,0.0,0
2017-11-03,216.8353229709312,217.39382349170728,216.38668682455497,217.38465881347656,1934200,0.0,0
2017-11-06,217.21070955759103,217.8058268742088,217.18324346424228,217.71426391601562,1688600,0.0,0
2017-11-07,217.80583839595656,218.1079794093219,217.09169199001911,217.6227264404297,1502700,0.0,0
2017-11-08,217.36637428856548,218.0164238483382,217.12831616480602,217.94317626953125,4711000,0.0,0
2017-11-09,216.74377158100194,217.30227213158904,215.59930438476175,217.15577697753906,1644100,0.0,0
2017-11-10,216.7345963274626,217.15575238447653,216.44160605254402,217.02757263183594,1019000,0.0,0
2017-11-13,216.3775278398999,217.46706274617472,216.35921245468515,217.28395080566406,900000,0.0,0
2017-11-14,216.47827001407424,216.85365862241628,215.74580818501707,216.75294494628906,2763300,0.0,0
2017-11-15,215.83737247008358,216.29515936972024,214.99504625121784,215.6450958251953,2436200,0.0,0
2017-11-16,216.55152210863386,217.84247056702642,216.53320672062506,217.4853973388672,1072300,0.0,0
2017-11-17,217.14659233242764,217.34801964512943,216.798669888571,216.89938354492188,1370500,0.0,0
2017-11-20,217.10089155950806,217.42134803171302,216.86284736080285,217.1833038330078,1420400,0.0,0
2017-11-21,217.96150257312567,218.8221442040275,217.90657037890605,218.62986755371094,1151500,0.0,0
2017-11-22,218.6939553848249,218.77635367274735,218.30941607063946,218.47421264648438,2143500,0.0,0
2017-11-24,218.93199157714844,219.0784867307138,218.812976489105,218.93199157714844,1219300,0.0,0
2017-11-27,218.99606915974167,219.30736085574384,218.66646207852006,218.86788940429688,2654000,0.0,0
2017-11-28,219.36230965374236,221.0927434685697,219.22497918056027,221.03781127929688,1800500,0.0,0
2017-11-29,221.2026226415545,221.7336431202008,220.50677765338256,220.95541381835938,2442100,0.0,0
2017-11-30,221.84354579015945,223.76624248538607,221.77944891504447,222.80490112304688,5451700,0.0,0
