Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-10-11,233.55330164794117,234.0213165283203,233.37895826367836,234.0213165283203,47674300,0.0,0
2017-10-12,233.69096451626996,234.0580223900069,233.4248356558044,233.672607421875,47065100,0.0,0
2017-10-13,234.13144968562924,234.2507498022394,233.67262031695768,233.95709228515625,54800400,0.0,0
2017-10-16,234.19567311549957,234.47095951200643,233.83778679768074,234.26907348632812,38221700,0.0,0
2017-10-17,234.21403725614886,234.48016613316943,233.98462257020208,234.4342803955078,31561000,0.0,0
2017-10-18,234.8288376036024,234.8747233355328,234.46177975287827,234.66366577148438,40888300,0.0,0
2017-10-19,233.84697599219865,234.76463472277163,233.40650372218468,234.72792053222656,61903800,0.0,0
2017-10-20,235.56296310206926,235.96673510807216,234.7095333616798,235.93917846679688,89176400,0.0,0
2017-10-23,236.27874595491045,236.30627459266873,234.93894423809232,235.0215301513672,63915300,0.0,0
2017-10-24,235.471238727124,235.68228231469803,235.0582810914596,235.4345245361328,66935900,0.0,0
2017-10-25,235.08578913480497,235.20508924153125,233.08529997426882,234.26907348632812,103715300,0.0,0
2017-10-26,234.91139679322276,235.19585467620928,234.44338201198025,234.5718536376953,69798000,0.0,0
2017-10-27,235.3519345291994,236.6550222419301,234.58110456008393,236.4898223876953,85562500,0.0,0
2017-10-30,235.35191290174495,236.38887164737764,235.29685562363343,235.60885620117188,54285700,0.0,0
2017-10-31,236.00345027079874,236.24205048675316,235.66392104330677,235.97592163085938,60304800,0.0,0
2017-11-01,236.79263186246868,237.1505041523183,235.9025019045009,236.28790283203125,54202700,0.0,0
2017-11-02,236.2145126150614,236.5265131904204,235.0949679600819,236.3796844482422,56449500,0.0,0
2017-11-03,236.5448703435983,237.21477126872588,236.11356963928452,237.1688995361328,59589700,0.0,0
2017-11-06,237.0312358676399,237.67360817269804,236.95783549221235,237.5359649658203,49652600,0.0,0
2017-11-07,237.64605970621992,237.99477447103374,236.83851562027616,237.3707733154297,57502200,0.0,0
2017-11-08,237.18726433893795,237.8755084191564,236.89360681024448,237.77455139160156,50469600,0.0,0
2017-11-09,236.50818472233453,237.11384281949677,235.250968790587,236.91195678710938,95085500,0.0,0
2017-11-10,236.50815732803937,237.02204389555376,236.17778567479866,236.8385009765625,59984700,0.0,0
2017-11-13,236.12272939960613,237.2973312738567,236.08601521470894,237.05873107910156,50228600,0.0,0
2017-11-14,236.2145212158887,236.61829327040076,235.39779155866935,236.5081787109375,61315200,0.0,0
2017-11-15,235.48957370215157,236.04017452914894,234.5811005406748,235.32440185546875,80811500,0.0,0
2017-11-16,236.3154447649815,237.71030383186243,236.26957303450544,237.3248748779297,67777000,0.0,0
2017-11-17,236.95782835631817,237.29735759129892,236.5448707433995,236.62745666503906,75756800,0.0,0
2017-11-20,236.88443399105344,237.23312077857935,236.6274626664741,237.03123474121094,48075500,0.0,0
2017-11-21,237.8387452954531,238.7747749750003,236.9945150800501,238.58204650878906,69176800,0.0,0
2017-11-22,238.5912618411864,238.72890504515055,238.1966753215821,238.37103271484375,45033400,0.0,0
2017-11-24,238.8849446709094,239.03177343894384,238.7381159028749,238.921630859375,27856500,0.0,0
2017-11-27,238.96749422481903,239.27949480762598,238.59125081489074,238.8023223876953,52274900,0.0,0
2017-11-28,239.28866832417347,241.25244318891774,239.18771131452752,241.22491455078125,98971700,0.0,0
2017-11-29,241.36256642163534,241.92235275683305,240.61010761727158,241.07809448242188,77512100,0.0,0
2017-11-30,242.04169298453925,244.14311146389173,241.95910705346952,243.1887664794922,127894400,0.0,0
2017-12-01,242.95933541917668,243.4640365210789,239.28870048251457,242.68402099609375,164390900,0.0,0
2017-12-04,244.3816076218584,244.83125127884963,242.3352192967886,242.3903045654297,94040600,0.0,0
2017-12-05,241.5186004638672,243.31720371156084,241.3809572569787,241.5186004638672,77994500,0.0,0
2017-12-06,241.6194798788746,242.01409433057387,241.07806470644528,241.56442260742188,75898600,0.0,0
2017-12-07,242.32612609863284,242.6564697699203,241.28916734478128,242.3261260986328,77218600,0.0,0
2017-12-08,243.32638160657186,243.6567252927135,242.28942280609266,243.64756774902344,76563900,0.0,0
2017-12-11,244.38172912597656,244.44597196740534,243.62008459313475,244.38172912597656,83077500,0.0,0
2017-12-12,245.20760537016432,245.30856240278794,244.41843222749196,244.81301879882812,85195800,0.0,0
2017-12-13,245.06990283307985,245.52873213187684,244.69365944750015,244.78543090820312,102905400,0.0,0
2017-12-14,245.09749320669374,245.2167933351855,243.7301905133882,243.78524780273438,100666700,0.0,0
